transaction_id,customer_id,transaction_datetime,transaction_type,merchant_category,amount,is_fraud
TX1054367,SA010333,2023-11-03 11:39:43,ATM Withdrawal,Insurance,461.74,0
TX1054368,SA014220,2023-03-01 22:49:39,Card Payment,Gaming & Betting,726.09,0
TX1054369,SA010380,2023-01-01 01:59:24,Deposit,Electronics,65.18,0
TX1054370,SA012871,2023-11-04 00:17:26,Withdrawal,Entertainment,141.61,0
TX1054371,SA014201,2023-09-23 19:01:58,Card Payment,Online Shopping,7.14,0
TX1054372,SA010892,2023-06-12 20:54:46,Transfer,Transportation,459.43,0
TX1054373,SA010611,2023-09-22 18:35:51,Withdrawal,Hardware & Construction,790.69,0
TX1054374,SA011961,2023-08-29 16:54:44,Card Payment,Grocery Stores,581.2,0
TX1054375,SA010739,2023-04-09 08:29:06,Transfer,Home & Garden,135.56,0
TX1054376,SA010910,2023-12-22 23:39:00,EFT Payment,Medical,499.0,0
TX1054377,SA011622,2023-12-25 09:19:02,ATM Withdrawal,Government Services,403.93,0
TX1054378,SA010229,2023-09-13 22:06:00,ATM Withdrawal,Restaurants,560.43,0
TX1054379,SA013326,2023-11-23 00:01:57,Online Purchase,Medical,566.93,0
TX1054380,SA011947,2023-11-24 00:21:59,Card Payment,Hardware & Construction,819.23,0
TX1054381,SA013015,2023-06-29 11:21:28,Debit Order,Utilities,548.06,0
TX1054382,SA010990,2023-10-03 11:08:11,Debit Order,Online Shopping,169.56,0
TX1054383,SA010962,2023-11-04 07:06:48,Debit Order,Accommodation,130.8,0
TX1054384,SA012145,2023-09-12 04:31:32,Deposit,Utilities,525.41,0
TX1054385,SA011492,2023-12-20 21:24:04,Transfer,Insurance,1140.48,0
TX1054386,SA010500,2023-01-01 13:20:38,EFT Payment,Fuel Stations,76.37,0
TX1054387,SA014295,2023-12-01 23:46:03,Online Purchase,Home & Garden,861.56,0
TX1054388,SA011655,2023-11-15 08:23:06,EFT Payment,Clothing Retail,29.69,0
TX1054389,SA010354,2023-05-26 13:43:08,ATM Withdrawal,Hardware & Construction,372.57,0
TX1054390,SA010718,2023-12-28 03:06:33,EFT Payment,Fuel Stations,285.19,0
TX1054391,SA013924,2023-07-22 11:47:53,Card Payment,Hardware & Construction,250.75,0
TX1054392,SA013829,2023-12-18 12:28:22,EFT Payment,Electronics,21.02,0
TX1054393,SA010368,2023-08-16 09:14:29,Card Payment,Entertainment,356.98,0
TX1054394,SA011246,2023-11-26 13:26:09,Withdrawal,Financial Services,875.32,0
TX1054395,SA013211,2023-12-20 23:22:01,Withdrawal,Gaming & Betting,89.4,0
TX1054396,SA014495,2023-11-16 06:32:26,Card Payment,Financial Services,19.97,0
TX1054397,SA011707,2023-07-10 00:59:56,Deposit,Gaming & Betting,306.38,0
TX1054398,SA012645,2023-10-10 16:43:03,Withdrawal,Grocery Stores,23.68,0
TX1054399,SA010599,2023-07-02 20:37:58,Debit Order,Medical,1745.71,0
TX1054400,SA012121,2023-06-17 14:44:10,Card Payment,Travel,576.36,0
TX1054401,SA011376,2023-08-11 01:41:04,Transfer,Restaurants,943.89,0
TX1054402,SA013747,2023-12-09 11:02:39,Transfer,Gaming & Betting,77.31,0
TX1054403,SA010023,2023-12-10 10:24:52,Withdrawal,Grocery Stores,1095.44,0
TX1054404,SA014394,2023-11-24 02:15:36,Withdrawal,Accommodation,83.17,0
TX1054405,SA011084,2023-01-01 09:04:50,Debit Order,Fuel Stations,92.1,0
TX1054406,SA010557,2023-12-19 15:14:37,Deposit,Utilities,897.97,0
TX1054407,SA012108,2023-07-16 03:56:12,ATM Withdrawal,Utilities,399.01,0
TX1054408,SA011790,2023-12-02 10:40:39,ATM Withdrawal,Electronics,183.85,0
TX1054409,SA013834,2023-11-28 06:12:28,ATM Withdrawal,Grocery Stores,1003.34,0
TX1054410,SA010456,2023-12-29 15:34:17,Debit Order,Home & Garden,619.52,0
TX1054411,SA010794,2023-03-26 23:17:30,Deposit,Accommodation,697.89,0
TX1054412,SA010866,2023-10-31 09:45:43,EFT Payment,Entertainment,42.92,0
TX1054413,SA012043,2023-12-28 14:29:28,ATM Withdrawal,Government Services,116.74,0
TX1054414,SA010859,2023-10-06 14:45:40,Withdrawal,Insurance,302.75,0
TX1054415,SA010568,2023-10-09 21:51:53,Deposit,Hardware & Construction,44.84,0
TX1054416,SA012849,2023-07-25 05:14:16,EFT Payment,Government Services,568.26,0
TX1054417,SA011519,2023-09-30 14:57:50,Debit Order,Fuel Stations,94.8,0
TX1054418,SA014118,2023-10-20 15:35:22,Debit Order,Online Shopping,147.51,0
TX1054419,SA014587,2023-05-02 07:35:49,Transfer,Transportation,314.39,0
TX1054420,SA010980,2023-11-27 22:48:08,Withdrawal,Entertainment,1504.69,0
TX1054421,SA012265,2023-12-10 19:09:46,Withdrawal,Utilities,339.56,0
TX1054422,SA014545,2023-12-14 11:54:43,Withdrawal,Financial Services,49.53,0
TX1054423,SA013248,2023-12-26 08:11:50,Deposit,Home & Garden,7.92,0
TX1054424,SA013567,2023-09-10 21:49:31,Debit Order,Accommodation,245.41,0
TX1054425,SA013969,2023-05-15 23:56:53,EFT Payment,Transportation,492.53,0
TX1054426,SA014107,2023-08-05 02:32:26,Transfer,Home & Garden,166.0,0
TX1054427,SA010377,2023-12-09 13:44:09,Deposit,Electronics,293.65,0
TX1054428,SA013936,2023-07-25 12:36:38,Card Payment,Home & Garden,326.17,0
TX1054429,SA014736,2023-10-20 12:17:18,Deposit,Travel,222.01,0
TX1054430,SA013103,2023-10-11 07:49:41,Debit Order,Grocery Stores,352.22,0
TX1054431,SA014868,2023-11-05 16:32:38,Card Payment,Online Shopping,397.93,0
TX1054432,SA014094,2023-11-12 21:16:31,Transfer,Entertainment,774.25,0
TX1054433,SA011659,2023-12-24 17:40:00,Withdrawal,Restaurants,218.59,0
TX1054434,SA013604,2023-08-27 01:45:53,EFT Payment,Utilities,227.56,0
TX1054435,SA013625,2023-11-03 13:42:51,Transfer,Financial Services,248.97,0
TX1054436,SA011651,2023-11-22 00:07:27,ATM Withdrawal,Insurance,398.89,0
TX1054437,SA011342,2023-12-14 01:23:15,EFT Payment,Hardware & Construction,286.24,0
TX1054438,SA013027,2023-08-26 14:56:32,Card Payment,Clothing Retail,4.71,0
TX1054439,SA012946,2023-10-08 04:39:57,Transfer,Online Shopping,2009.94,0
TX1054440,SA012694,2023-11-14 11:03:17,Card Payment,Transportation,387.32,0
TX1054441,SA011639,2023-12-17 08:23:12,Debit Order,Online Shopping,612.83,0
TX1054442,SA013766,2023-11-12 01:06:02,Debit Order,Telecommunication,732.75,0
TX1054443,SA013410,2023-12-18 12:25:59,Transfer,Grocery Stores,39.3,0
TX1054444,SA011529,2023-12-01 19:19:02,Online Purchase,Transportation,95.9,0
TX1054445,SA014929,2023-07-31 14:42:37,Online Purchase,Insurance,709.14,0
TX1054446,SA010604,2023-02-28 23:39:25,Withdrawal,Medical,34.49,0
TX1054447,SA010674,2023-11-30 19:02:03,Debit Order,Entertainment,1761.25,0
TX1054448,SA012436,2023-12-20 17:20:52,Debit Order,Utilities,336.5,0
TX1054449,SA012673,2023-09-26 17:38:10,Transfer,Transportation,129.08,0
TX1054450,SA012499,2023-08-18 19:02:15,EFT Payment,Education,955.98,0
TX1054451,SA012937,2023-11-15 07:12:48,Debit Order,Education,608.98,0
TX1054452,SA012084,2023-10-23 23:25:14,Debit Order,Grocery Stores,570.02,0
TX1054453,SA011869,2023-11-07 01:12:42,Transfer,Transportation,17.25,0
TX1054454,SA013460,2023-11-25 15:23:09,Debit Order,Online Shopping,174.67,0
TX1054455,SA010415,2023-05-12 05:24:23,ATM Withdrawal,Electronics,288.51,0
TX1054456,SA013087,2023-06-03 12:29:48,Withdrawal,Telecommunication,2.84,0
TX1054457,SA014201,2023-10-01 03:35:46,Card Payment,Utilities,305.01,0
TX1054458,SA011529,2023-12-26 23:44:59,Card Payment,Clothing Retail,315.33,0
TX1054459,SA014834,2023-11-17 09:06:00,Deposit,Transportation,119.89,0
TX1054460,SA010256,2023-12-23 08:02:35,Debit Order,Financial Services,781.15,0
TX1054461,SA011367,2023-10-07 09:54:07,Withdrawal,Telecommunication,446.68,0
TX1054462,SA011976,2023-06-01 05:59:35,Withdrawal,Home & Garden,6.19,0
TX1054463,SA013287,2023-10-21 03:14:46,Online Purchase,Gaming & Betting,1526.12,0
TX1054464,SA013138,2023-11-07 22:17:33,Card Payment,Financial Services,319.45,0
TX1054465,SA010335,2023-12-24 08:53:57,ATM Withdrawal,Restaurants,608.76,0
TX1054466,SA010314,2023-08-23 01:44:27,ATM Withdrawal,Government Services,74.86,0
TX1054467,SA012212,2023-09-30 16:40:55,Online Purchase,Home & Garden,233.78,0
TX1054468,SA010288,2023-10-17 03:22:03,Withdrawal,Gaming & Betting,561.76,0
TX1054469,SA012231,2023-12-21 12:56:43,EFT Payment,Medical,179.01,0
TX1054470,SA011016,2023-07-17 00:29:38,Deposit,Entertainment,92.85,0
TX1054471,SA014322,2023-09-27 22:42:20,Debit Order,Insurance,905.51,0
TX1054472,SA010957,2023-10-03 21:51:16,EFT Payment,Hardware & Construction,769.07,1
TX1054473,SA012117,2023-10-31 04:23:42,Deposit,Telecommunication,1071.24,0
TX1054474,SA010319,2023-09-20 16:55:40,Transfer,Fuel Stations,209.08,0
TX1054475,SA010416,2023-10-25 23:00:29,Deposit,Insurance,520.57,0
TX1054476,SA013708,2023-08-13 05:24:41,Withdrawal,Entertainment,92.29,0
TX1054477,SA012175,2023-01-01 03:45:13,Deposit,Accommodation,81.58,0
TX1054478,SA013300,2023-10-21 08:50:12,Online Purchase,Medical,8.76,0
TX1054479,SA011950,2023-11-08 00:12:16,EFT Payment,Insurance,1.34,0
TX1054480,SA011636,2023-12-24 05:02:27,Deposit,Electronics,397.08,0
TX1054481,SA014249,2023-11-06 22:56:55,Deposit,Gaming & Betting,32.7,0
TX1054482,SA014136,2023-05-04 00:08:46,Debit Order,Travel,215.58,0
TX1054483,SA010144,2023-08-30 01:56:51,Transfer,Hardware & Construction,1642.38,0
TX1054484,SA012740,2023-05-29 23:20:05,EFT Payment,Telecommunication,573.75,0
TX1054485,SA010255,2023-12-29 04:24:09,ATM Withdrawal,Financial Services,512.23,0
TX1054486,SA012883,2023-12-23 04:58:44,ATM Withdrawal,Restaurants,278.59,0
TX1054487,SA010568,2023-05-24 23:32:40,Deposit,Utilities,63.54,0
TX1054488,SA014866,2023-09-12 22:49:31,EFT Payment,Travel,166.78,0
TX1054489,SA012197,2023-12-15 03:20:51,EFT Payment,Telecommunication,137.38,0
TX1054490,SA010254,2023-11-14 10:17:44,EFT Payment,Clothing Retail,818.38,0
TX1054491,SA012106,2023-10-26 14:29:07,EFT Payment,Utilities,215.52,0
TX1054492,SA012774,2023-12-13 06:46:30,Withdrawal,Home & Garden,146.37,0
TX1054493,SA014942,2023-04-12 18:31:08,Online Purchase,Clothing Retail,125.18,0
TX1054494,SA011915,2023-11-25 16:34:21,Withdrawal,Fuel Stations,334.89,0
TX1054495,SA012054,2023-11-06 02:25:54,EFT Payment,Medical,182.65,0
TX1054496,SA012950,2023-12-29 01:07:06,EFT Payment,Hardware & Construction,869.1,0
TX1054497,SA011597,2023-12-23 13:14:08,Withdrawal,Online Shopping,780.17,0
TX1054498,SA011924,2023-11-27 22:37:41,Debit Order,Grocery Stores,1211.02,0
TX1054499,SA012319,2023-10-30 02:54:03,Debit Order,Travel,5.84,0
TX1054500,SA011976,2023-10-26 04:50:50,Withdrawal,Government Services,1201.79,0
TX1054501,SA011134,2023-12-27 12:53:12,Transfer,Accommodation,306.2,0
TX1054502,SA012286,2023-09-13 19:20:17,EFT Payment,Medical,34.22,0
TX1054503,SA012609,2023-12-07 00:27:23,Withdrawal,Hardware & Construction,17.57,0
TX1054504,SA010321,2023-10-18 02:50:42,Debit Order,Financial Services,843.16,0
TX1054505,SA012211,2023-11-21 22:02:58,Card Payment,Medical,59.09,0
TX1054506,SA012008,2023-10-24 06:49:42,Online Purchase,Travel,1006.57,0
TX1054507,SA010591,2023-10-12 13:27:45,Withdrawal,Accommodation,122.88,0
TX1054508,SA013904,2023-12-08 17:24:04,Withdrawal,Home & Garden,208.98,0
TX1054509,SA014043,2023-12-23 18:16:58,Card Payment,Online Shopping,390.29,0
TX1054510,SA011609,2023-02-12 02:29:00,EFT Payment,Education,813.81,0
TX1054511,SA010615,2023-10-20 05:09:21,Online Purchase,Utilities,1265.87,0
TX1054512,SA012255,2023-10-14 08:24:06,Online Purchase,Fuel Stations,802.4,0
TX1054513,SA012307,2023-12-12 19:53:59,EFT Payment,Entertainment,106.98,0
TX1054514,SA012728,2023-07-02 18:29:07,Deposit,Gaming & Betting,131.34,0
TX1054515,SA010361,2023-10-19 05:57:07,EFT Payment,Online Shopping,119.91,0
TX1054516,SA013422,2023-10-07 20:06:39,Deposit,Home & Garden,304.56,0
TX1054517,SA013568,2023-07-30 17:25:22,ATM Withdrawal,Fuel Stations,734.09,0
TX1054518,SA014353,2023-12-06 17:27:52,ATM Withdrawal,Accommodation,358.8,0
TX1054519,SA012336,2023-01-09 22:56:35,EFT Payment,Telecommunication,369.97,0
TX1054520,SA011939,2023-11-09 23:34:41,Online Purchase,Hardware & Construction,22.45,0
TX1054521,SA012132,2023-10-14 09:06:46,EFT Payment,Government Services,1443.93,0
TX1054522,SA013882,2023-05-31 21:42:07,EFT Payment,Entertainment,620.1,0
TX1054523,SA011699,2023-11-23 08:19:12,Withdrawal,Telecommunication,669.53,0
TX1054524,SA011696,2023-10-19 16:47:13,ATM Withdrawal,Online Shopping,403.77,0
TX1054525,SA010297,2023-07-30 11:18:30,EFT Payment,Fuel Stations,135.29,0
TX1054526,SA013759,2023-10-13 01:31:37,Debit Order,Transportation,460.42,0
TX1054527,SA014488,2023-05-11 02:45:13,Transfer,Travel,12.22,0
TX1054528,SA014381,2023-11-02 22:28:55,Transfer,Medical,152.72,0
TX1054529,SA010455,2023-07-20 23:15:50,EFT Payment,Grocery Stores,179.77,0
TX1054530,SA010688,2023-12-01 01:02:01,Transfer,Travel,563.83,0
TX1054531,SA010332,2023-12-01 09:26:49,Debit Order,Clothing Retail,257.69,0
TX1054532,SA012626,2023-12-28 02:58:12,Transfer,Fuel Stations,220.38,0
TX1054533,SA011439,2023-09-12 19:17:28,Online Purchase,Government Services,401.85,0
TX1054534,SA012261,2023-12-17 22:55:21,EFT Payment,Financial Services,858.14,0
TX1054535,SA011124,2023-11-24 05:46:16,Deposit,Online Shopping,1051.86,0
TX1054536,SA010786,2023-07-17 23:29:10,Card Payment,Home & Garden,79.03,0
TX1054537,SA014950,2023-05-28 04:00:08,ATM Withdrawal,Entertainment,39.7,0
TX1054538,SA010373,2023-11-12 14:15:46,Deposit,Insurance,92.23,0
TX1054539,SA014313,2023-12-19 17:43:30,EFT Payment,Electronics,60.37,0
TX1054540,SA010116,2023-12-30 07:13:03,Debit Order,Accommodation,784.76,0
TX1054541,SA011357,2023-12-03 15:07:47,Card Payment,Financial Services,4.63,0
TX1054542,SA013997,2023-12-08 09:10:58,ATM Withdrawal,Restaurants,29.08,0
TX1054543,SA011333,2023-12-26 04:14:29,Transfer,Telecommunication,791.07,0
TX1054544,SA011121,2023-12-29 03:50:50,Online Purchase,Fuel Stations,1000.51,0
TX1054545,SA012666,2023-12-10 11:24:20,Online Purchase,Clothing Retail,1523.64,0
TX1054546,SA010577,2023-08-25 22:33:01,Card Payment,Online Shopping,140.64,0
TX1054547,SA014089,2023-11-29 14:05:39,Online Purchase,Financial Services,159.26,0
TX1054548,SA012173,2023-12-08 15:39:45,Withdrawal,Online Shopping,141.12,0
TX1054549,SA010406,2023-10-09 23:54:25,Online Purchase,Medical,532.45,0
TX1054550,SA014348,2023-12-09 00:01:14,Deposit,Accommodation,940.91,0
TX1054551,SA014025,2023-08-21 05:12:17,Withdrawal,Transportation,335.89,0
TX1054552,SA013381,2023-12-16 20:05:14,ATM Withdrawal,Financial Services,254.32,0
TX1054553,SA014587,2023-11-17 02:16:44,Transfer,Accommodation,1156.61,0
TX1054554,SA011870,2023-07-04 02:42:21,Debit Order,Gaming & Betting,18.41,0
TX1054555,SA010027,2023-12-30 19:23:19,ATM Withdrawal,Entertainment,741.35,0
TX1054556,SA013967,2023-12-20 02:03:40,Withdrawal,Fuel Stations,112.03,0
TX1054557,SA013909,2023-04-12 10:47:36,Online Purchase,Insurance,223.98,0
TX1054558,SA014358,2023-07-19 08:46:02,Transfer,Online Shopping,89.96,0
TX1054559,SA010647,2023-09-19 06:28:23,Deposit,Financial Services,493.42,0
TX1054560,SA013737,2023-09-02 05:16:50,Debit Order,Government Services,172.5,0
TX1054561,SA014479,2023-12-17 03:31:36,Online Purchase,Telecommunication,39.66,0
TX1054562,SA013409,2023-09-19 08:14:09,Debit Order,Travel,543.63,0
TX1054563,SA010592,2023-12-29 11:54:58,EFT Payment,Online Shopping,457.26,0
TX1054564,SA010936,2023-12-16 04:57:13,Deposit,Education,20.26,0
TX1054565,SA011754,2023-10-26 20:07:14,Card Payment,Restaurants,128.03,0
TX1054566,SA012038,2023-10-22 06:38:21,Transfer,Insurance,631.4,0
TX1054567,SA010137,2023-05-10 08:14:21,EFT Payment,Gaming & Betting,209.02,0
TX1054568,SA013044,2023-11-11 05:23:28,Transfer,Transportation,89.33,0
TX1054569,SA011409,2023-09-06 23:44:07,Deposit,Government Services,865.86,0
TX1054570,SA013983,2023-09-12 06:14:28,Deposit,Travel,292.37,0
TX1054571,SA012147,2023-10-18 08:18:43,ATM Withdrawal,Hardware & Construction,124.21,0
TX1054572,SA012753,2023-09-02 21:10:15,Debit Order,Online Shopping,541.39,0
TX1054573,SA010164,2023-05-12 18:01:25,ATM Withdrawal,Utilities,419.26,0
TX1054574,SA010309,2023-08-28 09:05:27,ATM Withdrawal,Accommodation,347.21,0
TX1054575,SA012164,2023-07-21 20:50:30,Transfer,Gaming & Betting,449.86,0
TX1054576,SA010587,2023-11-04 02:17:00,Debit Order,Government Services,78.21,0
TX1054577,SA014182,2023-08-06 06:44:16,Deposit,Medical,827.55,0
TX1054578,SA011192,2023-11-27 09:14:03,Transfer,Telecommunication,292.88,0
TX1054579,SA013099,2023-11-13 05:33:18,Debit Order,Clothing Retail,206.13,0
TX1054580,SA012388,2023-10-30 04:56:52,Online Purchase,Grocery Stores,351.44,0
TX1054581,SA013604,2023-12-23 11:13:22,Debit Order,Clothing Retail,150.12,0
TX1054582,SA011577,2023-12-25 22:22:37,Withdrawal,Education,649.53,0
TX1054583,SA013218,2023-09-07 16:58:25,Withdrawal,Home & Garden,171.03,0
TX1054584,SA012442,2023-10-13 18:32:21,Card Payment,Travel,280.62,0
TX1054585,SA010949,2023-12-15 21:46:51,Deposit,Travel,556.5,0
TX1054586,SA013634,2023-08-19 05:45:51,Card Payment,Accommodation,203.73,0
TX1054587,SA014470,2023-10-27 05:23:35,Debit Order,Education,100.29,0
TX1054588,SA011446,2023-12-25 10:15:12,Card Payment,Online Shopping,152.79,0
TX1054589,SA011727,2023-07-29 20:19:43,Card Payment,Hardware & Construction,735.22,0
TX1054590,SA011877,2023-12-06 00:30:06,Deposit,Entertainment,32.37,0
TX1054591,SA011543,2023-07-25 01:39:37,ATM Withdrawal,Financial Services,485.15,0
TX1054592,SA011948,2023-12-22 16:51:08,Transfer,Insurance,620.6,0
TX1054593,SA012680,2023-10-25 07:53:56,Debit Order,Hardware & Construction,74.13,0
TX1054594,SA012121,2023-12-29 19:29:08,Debit Order,Insurance,916.78,0
TX1054595,SA011178,2023-11-30 23:05:29,ATM Withdrawal,Grocery Stores,396.48,0
TX1054596,SA011456,2023-12-16 09:00:31,Transfer,Medical,567.34,0
TX1054597,SA014752,2023-12-25 01:39:06,Transfer,Fuel Stations,904.99,0
TX1054598,SA014082,2023-10-16 12:53:14,EFT Payment,Travel,52.51,0
TX1054599,SA011172,2023-10-18 12:44:20,ATM Withdrawal,Online Shopping,271.46,0
TX1054600,SA011666,2023-12-02 09:18:47,ATM Withdrawal,Entertainment,559.67,0
TX1054601,SA010193,2023-08-03 19:44:28,Card Payment,Clothing Retail,62.27,0
TX1054602,SA014506,2023-12-02 21:20:46,ATM Withdrawal,Electronics,86.96,0
TX1054603,SA013623,2023-11-06 21:30:08,Card Payment,Education,2.01,0
TX1054604,SA014011,2023-09-15 07:28:13,Withdrawal,Online Shopping,21.57,0
TX1054605,SA010136,2023-12-12 16:17:09,Online Purchase,Entertainment,946.99,0
TX1054606,SA012416,2023-07-30 18:26:33,Card Payment,Travel,480.84,0
TX1054607,SA013602,2023-09-08 23:06:09,Card Payment,Travel,405.91,0
TX1054608,SA013617,2023-11-16 23:17:24,Deposit,Government Services,137.64,0
TX1054609,SA011417,2023-05-29 09:40:08,Deposit,Insurance,1144.19,0
TX1054610,SA012428,2023-06-11 19:11:53,Deposit,Online Shopping,1217.19,0
TX1054611,SA013646,2023-08-22 16:39:57,Deposit,Hardware & Construction,1134.55,0
TX1054612,SA014083,2023-06-29 18:59:07,Transfer,Accommodation,154.75,0
TX1054613,SA014514,2023-07-16 15:21:37,Online Purchase,Telecommunication,411.65,0
TX1054614,SA014156,2023-10-25 09:00:00,ATM Withdrawal,Hardware & Construction,65.76,0
TX1054615,SA014623,2023-07-12 10:59:55,Card Payment,Clothing Retail,191.09,0
TX1054616,SA012456,2023-12-09 04:39:00,Deposit,Grocery Stores,881.6,0
TX1054617,SA012771,2023-12-28 04:02:51,Withdrawal,Transportation,110.84,0
TX1054618,SA014619,2023-10-31 07:38:43,Card Payment,Telecommunication,1099.65,0
TX1054619,SA012662,2023-11-09 00:16:03,ATM Withdrawal,Grocery Stores,94.64,0
TX1054620,SA010173,2023-10-31 07:48:52,Debit Order,Restaurants,495.58,0
TX1054621,SA014909,2023-06-28 06:13:14,Card Payment,Fuel Stations,821.75,0
TX1054622,SA014566,2023-08-17 11:56:18,EFT Payment,Medical,338.81,0
TX1054623,SA014429,2023-05-29 13:38:29,Transfer,Home & Garden,1054.24,0
TX1054624,SA010016,2023-08-24 01:37:32,EFT Payment,Electronics,788.72,0
TX1054625,SA013847,2023-06-01 13:53:07,Online Purchase,Entertainment,210.01,0
TX1054626,SA013031,2023-03-28 16:00:27,Debit Order,Electronics,70.6,0
TX1054627,SA011030,2023-06-24 02:43:23,Online Purchase,Medical,128.87,0
TX1054628,SA011599,2023-10-18 08:22:00,ATM Withdrawal,Utilities,427.45,0
TX1054629,SA012569,2023-04-27 03:06:36,EFT Payment,Online Shopping,159.0,0
TX1054630,SA010034,2023-11-11 21:10:56,Deposit,Insurance,77.81,0
TX1054631,SA014027,2023-10-21 03:23:26,Withdrawal,Financial Services,247.96,0
TX1054632,SA013417,2023-11-08 11:53:15,Online Purchase,Online Shopping,36.22,0
TX1054633,SA013762,2023-07-22 16:19:49,Withdrawal,Insurance,217.91,0
TX1054634,SA010621,2023-09-30 04:09:34,Online Purchase,Education,500.41,0
TX1054635,SA010437,2023-09-30 23:24:49,ATM Withdrawal,Financial Services,133.32,0
TX1054636,SA014016,2023-12-21 16:30:12,Debit Order,Online Shopping,36.54,0
TX1054637,SA014037,2023-10-16 06:59:55,Withdrawal,Government Services,49.71,0
TX1054638,SA013524,2023-11-15 07:23:33,Transfer,Fuel Stations,1044.61,0
TX1054639,SA012922,2023-12-23 05:37:15,Withdrawal,Online Shopping,525.96,0
TX1054640,SA014259,2023-11-10 00:03:40,Deposit,Travel,982.33,0
TX1054641,SA010401,2023-08-30 03:58:14,Deposit,Fuel Stations,63.07,0
TX1054642,SA011330,2023-11-29 08:04:19,EFT Payment,Education,506.65,0
TX1054643,SA011259,2023-12-14 11:45:06,Withdrawal,Gaming & Betting,808.97,0
TX1054644,SA012716,2023-12-05 00:42:52,ATM Withdrawal,Travel,887.11,0
TX1054645,SA012050,2023-12-02 12:03:32,Transfer,Restaurants,122.58,0
TX1054646,SA010371,2023-04-19 16:15:24,Withdrawal,Utilities,505.94,0
TX1054647,SA014933,2023-10-22 00:40:43,Card Payment,Financial Services,24.9,0
TX1054648,SA011739,2023-12-01 14:04:55,Debit Order,Online Shopping,66.01,0
TX1054649,SA013979,2023-12-15 10:53:16,Debit Order,Grocery Stores,152.28,0
TX1054650,SA012453,2023-12-17 03:52:38,Online Purchase,Gaming & Betting,1149.18,0
TX1054651,SA014775,2023-12-23 16:55:56,Transfer,Utilities,980.76,0
TX1054652,SA012483,2023-11-02 08:58:33,Deposit,Travel,85.05,0
TX1054653,SA012359,2023-10-24 05:14:53,ATM Withdrawal,Entertainment,987.07,0
TX1054654,SA011083,2023-06-15 07:11:29,Deposit,Government Services,219.88,0
TX1054655,SA012662,2023-09-22 03:03:48,ATM Withdrawal,Online Shopping,34.08,0
TX1054656,SA010777,2023-10-29 02:54:08,Online Purchase,Accommodation,128.72,0
TX1054657,SA013801,2023-11-29 13:38:37,EFT Payment,Fuel Stations,311.85,0
TX1054658,SA010107,2023-05-24 16:12:58,ATM Withdrawal,Grocery Stores,867.01,0
TX1054659,SA010954,2023-11-17 04:16:30,EFT Payment,Hardware & Construction,324.65,0
TX1054660,SA014752,2023-06-27 14:02:41,ATM Withdrawal,Home & Garden,43.05,0
TX1054661,SA013108,2023-08-18 00:54:04,Card Payment,Clothing Retail,92.71,0
TX1054662,SA013936,2023-12-01 13:05:47,ATM Withdrawal,Utilities,122.67,0
TX1054663,SA013741,2023-10-19 10:29:02,Deposit,Fuel Stations,130.68,0
TX1054664,SA011899,2023-11-06 06:46:59,Withdrawal,Accommodation,13.22,0
TX1054665,SA011120,2023-11-26 06:37:17,EFT Payment,Electronics,620.94,0
TX1054666,SA014472,2023-11-09 22:02:55,ATM Withdrawal,Insurance,866.76,0
TX1054667,SA013012,2023-11-05 05:58:59,EFT Payment,Entertainment,1043.53,0
TX1054668,SA013169,2023-11-15 14:37:38,Debit Order,Education,224.02,0
TX1054669,SA012622,2023-12-04 06:02:35,Deposit,Medical,309.81,0
TX1054670,SA014843,2023-07-24 14:04:29,Online Purchase,Medical,625.62,0
TX1054671,SA013601,2023-12-13 19:28:13,Card Payment,Utilities,1297.5,0
TX1054672,SA013770,2023-11-07 06:28:57,EFT Payment,Government Services,125.75,0
TX1054673,SA011078,2023-04-23 18:05:46,Transfer,Online Shopping,290.51,0
TX1054674,SA012056,2023-12-13 16:26:52,Online Purchase,Telecommunication,866.72,0
TX1054675,SA010959,2023-10-29 18:03:30,Debit Order,Grocery Stores,109.57,0
TX1054676,SA014115,2023-09-19 21:14:53,ATM Withdrawal,Accommodation,2008.31,0
TX1054677,SA014015,2023-12-23 21:50:10,ATM Withdrawal,Education,284.94,0
TX1054678,SA010064,2023-10-27 12:04:25,Deposit,Fuel Stations,541.15,0
TX1054679,SA011041,2023-12-07 22:06:40,Transfer,Medical,102.19,0
TX1054680,SA013540,2023-08-31 23:47:34,EFT Payment,Travel,553.34,0
TX1054681,SA013420,2023-12-05 08:12:56,ATM Withdrawal,Fuel Stations,29.27,0
TX1054682,SA010166,2023-08-08 20:48:00,Deposit,Home & Garden,573.15,0
TX1054683,SA012280,2023-06-23 10:44:50,Transfer,Government Services,35.01,0
TX1054684,SA010737,2023-10-31 02:47:38,Card Payment,Restaurants,86.95,0
TX1054685,SA010864,2023-09-20 18:48:01,Online Purchase,Gaming & Betting,143.51,0
TX1054686,SA014770,2023-12-03 08:57:25,Online Purchase,Home & Garden,627.5,0
TX1054687,SA014398,2023-07-27 11:44:09,Withdrawal,Gaming & Betting,10063.18,1
TX1054688,SA014481,2023-12-23 21:46:35,ATM Withdrawal,Hardware & Construction,821.7,0
TX1054689,SA013316,2023-02-13 10:54:39,Card Payment,Telecommunication,26.9,0
TX1054690,SA011337,2023-05-26 22:39:48,Withdrawal,Travel,1539.47,0
